,step,Function,Model,ptc regulation,alphaHh_by,x_reach,t_reach
2870,119,Hh,SS,No,1,36.653014429017844,False
2871,119,Signal,SS,No,1,57.04452547638171,False
2872,119,Hh,Overshoot,No,0.5,34.68470036099387,57600
2873,119,Signal,Overshoot,No,0.5,48.9313372153766,57600
2874,119,Hh,SS,No,0.5,34.67586300706674,False
2875,119,Signal,SS,No,0.5,45.33705119932387,False
2876,119,Hh,Overshoot,No,2,38.18426112011535,57600
2877,119,Signal,Overshoot,No,2,72.75831702463378,57600
2878,119,Hh,SS,No,2,37.98507225773537,False
2879,119,Signal,SS,No,2,68.9125152199189,False
2880,120,Hh,Overshoot,Yes,1,17.31999598039235,9297
2881,120,Signal,Overshoot,Yes,1,15.03255034898504,9297
2882,120,Hh,SS,Yes,1,12.645314553344946,False
2883,120,Signal,SS,Yes,1,8.53709106772402,False
2884,120,Hh,Overshoot,Yes,0.5,16.214629008886575,1361
2885,120,Signal,Overshoot,Yes,0.5,9.678929509332846,10298
2886,120,Hh,SS,Yes,0.5,13.316669091485679,False
2887,120,Signal,SS,Yes,0.5,4.916005345260956,False
2888,120,Hh,Overshoot,Yes,2,18.341071763003683,2853
2889,120,Signal,Overshoot,Yes,2,20.802187568270355,8997
2890,120,Hh,SS,Yes,2,12.550408611404393,False
2891,120,Signal,SS,Yes,2,13.219666210992457,False
2892,120,Hh,Overshoot,No,1,17.32074319127247,57600
2893,120,Signal,Overshoot,No,1,15.769622377380855,57600
2894,120,Hh,SS,No,1,17.48188759502871,False
2895,120,Signal,SS,No,1,14.289426229973927,False
2896,120,Hh,Overshoot,No,0.5,16.214628605337566,1361
2897,120,Signal,Overshoot,No,0.5,10.126204952127793,57600
2898,120,Hh,SS,No,0.5,16.218213533014676,False
2899,120,Signal,SS,No,0.5,8.651480517655628,False
2900,120,Hh,Overshoot,No,2,18.349092265035395,3474
2901,120,Signal,Overshoot,No,2,21.652945797557038,57600
2902,120,Hh,SS,No,2,18.447339680551053,False
2903,120,Signal,SS,No,2,20.128405695709276,False
2904,121,Hh,Overshoot,Yes,1,27.206739287193614,7366
2905,121,Signal,Overshoot,Yes,1,20.840125013211903,7366
2906,121,Hh,SS,Yes,1,23.16302955894099,False
2907,121,Signal,SS,Yes,1,16.534474181781178,False
2908,121,Hh,Overshoot,Yes,0.5,26.905554447637726,5325
2909,121,Signal,Overshoot,Yes,0.5,12.549860645296334,7676
2910,121,Hh,SS,Yes,0.5,24.59442690330222,False
2911,121,Signal,SS,Yes,0.5,9.6257458158357,False
2912,121,Hh,Overshoot,Yes,2,27.504578424927885,4556
2913,121,Signal,Overshoot,Yes,2,29.21582642040127,7418
2914,121,Hh,SS,Yes,2,22.279749451688744,False
2915,121,Signal,SS,Yes,2,23.88642482486182,False
2916,121,Hh,Overshoot,No,1,27.240297850574223,57600
2917,121,Signal,Overshoot,No,1,21.375217599119992,57600
2918,121,Hh,SS,No,1,27.09575637056402,False
2919,121,Signal,SS,No,1,21.553908875725185,False
2920,121,Hh,Overshoot,No,0.5,26.91646479182951,57600
2921,121,Signal,Overshoot,No,0.5,13.012185341753096,57600
2922,121,Hh,SS,No,0.5,26.76814226616898,False
2923,121,Signal,SS,No,0.5,13.193425048714587,False
2924,121,Hh,Overshoot,No,2,27.56010302566466,57600
2925,121,Signal,Overshoot,No,2,29.842687910472065,57600
2926,121,Hh,SS,No,2,27.404412865613253,False
2927,121,Signal,SS,No,2,29.835942403278636,False
2928,122,Hh,Overshoot,Yes,1,,57600
2929,122,Signal,Overshoot,Yes,1,,57600
2930,122,Hh,SS,Yes,1,5.751892749377461,False
2931,122,Signal,SS,Yes,1,5.23577317555899,False
2932,122,Hh,Overshoot,Yes,0.5,9.162142648234791,1289
2933,122,Signal,Overshoot,Yes,0.5,5.855591767761339,4732
2934,122,Hh,SS,Yes,0.5,6.417432127169533,False
2935,122,Signal,SS,Yes,0.5,3.1973011879940145,False
2936,122,Hh,Overshoot,Yes,2,11.098241493052697,1759
2937,122,Signal,Overshoot,Yes,2,13.280732529371207,3990
2938,122,Hh,SS,Yes,2,6.403230623639104,False
2939,122,Signal,SS,Yes,2,8.454114795899784,False
2940,122,Hh,Overshoot,No,1,,57600
2941,122,Signal,Overshoot,No,1,,57600
2942,122,Hh,SS,No,1,10.546789989402328,False
2943,122,Signal,SS,No,1,11.669546656085217,False
2944,122,Hh,Overshoot,No,0.5,9.186697729153607,57600
2945,122,Signal,Overshoot,No,0.5,6.758108686219032,57600
2946,122,Hh,SS,No,0.5,9.532993274726678,False
2947,122,Signal,SS,No,0.5,7.446571952829373,False
2948,122,Hh,Overshoot,No,2,11.237006312186267,57600
2949,122,Signal,Overshoot,No,2,14.405909823970248,7987
2950,122,Hh,SS,No,2,11.577587554152629,False
2951,122,Signal,SS,No,2,15.545179580586634,False
2952,123,Hh,Overshoot,Yes,1,,57600
2953,123,Signal,Overshoot,Yes,1,,57600
2954,123,Hh,SS,Yes,1,17.042652393177136,False
2955,123,Signal,SS,Yes,1,18.461553949150485,False
2956,123,Hh,Overshoot,Yes,0.5,,57600
2957,123,Signal,Overshoot,Yes,0.5,,57600
2958,123,Hh,SS,Yes,0.5,17.00490651898052,False
2959,123,Signal,SS,Yes,0.5,13.005027484462445,False
2960,123,Hh,Overshoot,Yes,2,,57600
2961,123,Signal,Overshoot,Yes,2,,57600
2962,123,Hh,SS,Yes,2,17.83153496733837,False
2963,123,Signal,SS,Yes,2,24.43448818670025,False
2964,123,Hh,Overshoot,No,1,,57600
2965,123,Signal,Overshoot,No,1,,57600
2966,123,Hh,SS,No,1,19.313439627507364,False
2967,123,Signal,SS,No,1,21.293801254304796,False
2968,123,Hh,Overshoot,No,0.5,,57600
2969,123,Signal,Overshoot,No,0.5,,57600
2970,123,Hh,SS,No,0.5,18.976542260082255,False
2971,123,Signal,SS,No,0.5,15.401046223880456,False
2972,123,Hh,Overshoot,No,2,,57600
2973,123,Signal,Overshoot,No,2,,57600
2974,123,Hh,SS,No,2,19.5617003761633,False
2975,123,Signal,SS,No,2,27.223047362664474,False
2976,124,Hh,Overshoot,Yes,1,18.54665185309058,9439
2977,124,Signal,Overshoot,Yes,1,12.869142085471978,9439
2978,124,Hh,SS,Yes,1,15.697075954960482,False
2979,124,Signal,SS,Yes,1,11.55625053508777,False
2980,124,Hh,Overshoot,Yes,0.5,18.149732443502742,4152
2981,124,Signal,Overshoot,Yes,0.5,7.685151614700928,9805
2982,124,Hh,SS,Yes,0.5,16.476172275127084,False
2983,124,Signal,SS,Yes,0.5,6.593835105704429,False
2984,124,Hh,Overshoot,Yes,2,18.970095179447256,2736
2985,124,Signal,Overshoot,Yes,2,18.49924120026961,8643
2986,124,Hh,SS,Yes,2,15.390991807076432,False
2987,124,Signal,SS,Yes,2,16.52284199163344,False
2988,124,Hh,Overshoot,No,1,18.55000080514621,27481
2989,124,Signal,Overshoot,No,1,14.382490997752669,27481
2990,124,Hh,SS,No,1,18.558340042663858,False
2991,124,Signal,SS,No,1,14.937940297898862,False
2992,124,Hh,Overshoot,No,0.5,18.15014254337109,57600
2993,124,Signal,Overshoot,No,0.5,8.543564554840017,57600
2994,124,Hh,SS,No,0.5,18.154522034382026,False
2995,124,Signal,SS,No,0.5,9.209531170504931,False
2996,124,Hh,Overshoot,No,2,18.980608980626812,57600
2997,124,Signal,Overshoot,No,2,20.341435762871498,57600
2998,124,Hh,SS,No,2,18.976480165773324,False
2999,124,Signal,SS,No,2,20.76973388357753,False
3000,125,Hh,Overshoot,Yes,1,,57600
3001,125,Signal,Overshoot,Yes,1,,57600
3002,125,Hh,SS,Yes,1,11.611411916763203,False
3003,125,Signal,SS,Yes,1,5.257813593988558,False
3004,125,Hh,Overshoot,Yes,0.5,,57600
3005,125,Signal,Overshoot,Yes,0.5,,57600
3006,125,Hh,SS,Yes,0.5,11.696017563781467,False
3007,125,Signal,SS,Yes,0.5,2.316283832579785,False
3008,125,Hh,Overshoot,Yes,2,12.729315689307995,2439
3009,125,Signal,Overshoot,Yes,2,9.440492467714932,3249
3010,125,Hh,SS,Yes,2,11.625276690003574,False
3011,125,Signal,SS,Yes,2,9.260905300275041,False
3012,125,Hh,Overshoot,No,1,,57600
3013,125,Signal,Overshoot,No,1,,57600
3014,125,Hh,SS,No,1,12.412406455098932,False
3015,125,Signal,SS,No,1,6.388596244617901,False
3016,125,Hh,Overshoot,No,0.5,,57600
3017,125,Signal,Overshoot,No,0.5,,57600
3018,125,Hh,SS,No,0.5,11.952642967425135,False
3019,125,Signal,SS,No,0.5,2.464483218649846,False
3020,125,Hh,Overshoot,No,2,12.762830093497683,57600
3021,125,Signal,Overshoot,No,2,9.81601527406346,57600
3022,125,Hh,SS,No,2,12.922341623373697,False
3023,125,Signal,SS,No,2,10.497819189391834,False
3024,126,Hh,Overshoot,Yes,1,,57600
3025,126,Signal,Overshoot,Yes,1,,57600
3026,126,Hh,SS,Yes,1,50.095204330085174,False
3027,126,Signal,SS,Yes,1,53.48710634525076,False
3028,126,Hh,Overshoot,Yes,0.5,,57600
3029,126,Signal,Overshoot,Yes,0.5,,57600
3030,126,Hh,SS,Yes,0.5,49.45454701643258,False
3031,126,Signal,SS,Yes,0.5,37.089115004916735,False
3032,126,Hh,Overshoot,Yes,2,,57600
3033,126,Signal,Overshoot,Yes,2,,57600
3034,126,Hh,SS,Yes,2,51.932446778212146,False
3035,126,Signal,SS,Yes,2,71.18755055403663,False
3036,126,Hh,Overshoot,No,1,,57600
3037,126,Signal,Overshoot,No,1,,57600
3038,126,Hh,SS,No,1,54.43375916908934,False
3039,126,Signal,SS,No,1,58.48431148307861,False
3040,126,Hh,Overshoot,No,0.5,,57600
3041,126,Signal,Overshoot,No,0.5,,57600
3042,126,Hh,SS,No,0.5,52.94606574309175,False
3043,126,Signal,SS,No,0.5,41.26056937658605,False
3044,126,Hh,Overshoot,No,2,,57600
3045,126,Signal,Overshoot,No,2,,57600
3046,126,Hh,SS,No,2,55.47023799953719,False
3047,126,Signal,SS,No,2,78.05062008704104,False
3048,127,Hh,Overshoot,Yes,1,16.69793561665074,14177
3049,127,Signal,Overshoot,Yes,1,8.364099496756921,14177
3050,127,Hh,SS,Yes,1,16.20821707578176,False
3051,127,Signal,SS,Yes,1,7.458464189622006,False
3052,127,Hh,Overshoot,Yes,0.5,16.32938290999958,1196
3053,127,Signal,Overshoot,Yes,0.5,3.655186575780931,35119
3054,127,Hh,SS,Yes,0.5,16.16542771507281,False
3055,127,Signal,SS,Yes,0.5,3.218231016195034,False
3056,127,Hh,Overshoot,Yes,2,17.34406903723071,3712
3057,127,Signal,Overshoot,Yes,2,13.963043219695564,12673
3058,127,Hh,SS,Yes,2,16.26459463545632,False
3059,127,Signal,SS,Yes,2,12.460925449566702,False
3060,127,Hh,Overshoot,No,1,16.69793561237114,57600
3061,127,Signal,Overshoot,No,1,8.488454593803837,57600
3062,127,Hh,SS,No,1,16.76904334080386,False
3063,127,Signal,SS,No,1,8.45756618466379,False
3064,127,Hh,Overshoot,No,0.5,16.32938290999958,1196
3065,127,Signal,Overshoot,No,0.5,3.6623247029963863,57600
3066,127,Hh,SS,No,0.5,16.21337308589392,False
3067,127,Signal,SS,No,0.5,3.330104947510904,False
3068,127,Hh,Overshoot,No,2,17.348868366311407,57600
3069,127,Signal,Overshoot,No,2,14.168715390322632,57600
3070,127,Hh,SS,No,2,17.43315315394024,False
3071,127,Signal,SS,No,2,14.021202501335011,False
3072,128,Hh,Overshoot,Yes,1,12.528671097320299,5413
3073,128,Signal,Overshoot,Yes,1,5.567307951299711,5413
3074,128,Hh,SS,Yes,1,11.442765567596282,False
3075,128,Signal,SS,Yes,1,5.400264034403278,False
3076,128,Hh,Overshoot,Yes,0.5,12.146023246791643,1252
3077,128,Signal,Overshoot,Yes,0.5,2.1482496621328266,7758
3078,128,Hh,SS,Yes,0.5,11.510856334949764,False
3079,128,Signal,SS,Yes,0.5,2.1086709137020705,False
3080,128,Hh,Overshoot,Yes,2,13.070978311154377,2357
3081,128,Signal,Overshoot,Yes,2,9.742919176758122,5274
3082,128,Hh,SS,Yes,2,11.397196214662145,False
3083,128,Signal,SS,Yes,2,8.832345839942363,False
3084,128,Hh,Overshoot,No,1,12.52849048211192,57600
3085,128,Signal,Overshoot,No,1,5.954593774996226,57600
3086,128,Hh,SS,No,1,12.66375349009607,False
3087,128,Signal,SS,No,1,6.734674741211265,False
3088,128,Hh,Overshoot,No,0.5,12.146023246791415,1252
3089,128,Signal,Overshoot,No,0.5,2.0500445332163366,57600
3090,128,Hh,SS,No,0.5,11.96893945659292,False
3091,128,Signal,SS,No,0.5,2.654950402241127,False
3092,128,Hh,Overshoot,No,2,13.084083347090697,2828
3093,128,Signal,Overshoot,No,2,10.150056945210622,57600
3094,128,Hh,SS,No,2,13.227708898358387,False
3095,128,Signal,SS,No,2,10.941025545313863,False
3096,129,Hh,Overshoot,Yes,1,16.635140349172914,11290
3097,129,Signal,Overshoot,Yes,1,14.369306717026774,11290
3098,129,Hh,SS,Yes,1,16.351603271289008,False
3099,129,Signal,SS,Yes,1,12.358884400504962,False
3100,129,Hh,Overshoot,Yes,0.5,14.416797354113115,6196
3101,129,Signal,Overshoot,Yes,0.5,8.135354454358719,14604
3102,129,Hh,SS,Yes,0.5,14.547628433336143,False
3103,129,Signal,SS,Yes,0.5,6.543313597696752,False
3104,129,Hh,Overshoot,Yes,2,19.261968589960773,4692
3105,129,Signal,Overshoot,Yes,2,21.65964230521395,10643
3106,129,Hh,SS,Yes,2,18.535673515490316,False
3107,129,Signal,SS,Yes,2,19.25812863389544,False
3108,129,Hh,Overshoot,No,1,16.702801055272516,57600
3109,129,Signal,Overshoot,No,1,14.624795640954673,57600
3110,129,Hh,SS,No,1,17.067292070880896,False
3111,129,Signal,SS,No,1,13.274955342362773,False
3112,129,Hh,Overshoot,No,0.5,14.481444369029063,57600
3113,129,Signal,Overshoot,No,0.5,8.310304933988974,57600
3114,129,Hh,SS,No,0.5,14.805229947734077,False
3115,129,Signal,SS,No,0.5,6.91883297551793,False
3116,129,Hh,Overshoot,No,2,19.319273167702036,57600
3117,129,Signal,Overshoot,No,2,21.957567609787404,57600
3118,129,Hh,SS,No,2,19.665483672786692,False
3119,129,Signal,SS,No,2,20.55859430410908,False
3120,130,Hh,Overshoot,Yes,1,25.279568054667422,8210
3121,130,Signal,Overshoot,Yes,1,26.78945188069899,8210
3122,130,Hh,SS,Yes,1,16.213540398238493,False
3123,130,Signal,SS,Yes,1,15.461790286802866,False
3124,130,Hh,Overshoot,Yes,0.5,21.298947907112904,5135
3125,130,Signal,Overshoot,Yes,0.5,17.25317672654856,8229
3126,130,Hh,SS,Yes,0.5,15.008343788421016,False
3127,130,Signal,SS,Yes,0.5,8.497618842817559,False
3128,130,Hh,Overshoot,Yes,2,29.19235948456395,5017
3129,130,Signal,Overshoot,Yes,2,37.32258216484672,8492
3130,130,Hh,SS,Yes,2,20.05859805635214,False
3131,130,Signal,SS,Yes,2,24.21964586032253,False
3132,130,Hh,Overshoot,No,1,26.27057242623094,57600
3133,130,Signal,Overshoot,No,1,29.635190584235062,57600
3134,130,Hh,SS,No,1,26.59986455054498,False
3135,130,Signal,SS,No,1,27.51627800885143,False
3136,130,Hh,Overshoot,No,0.5,21.894496053738337,57600
3137,130,Signal,Overshoot,No,0.5,19.327003887573795,57600
3138,130,Hh,SS,No,0.5,22.272574436642884,False
3139,130,Signal,SS,No,0.5,17.224247637150782,False
3140,130,Hh,Overshoot,No,2,30.457144322270807,57600
3141,130,Signal,Overshoot,No,2,40.75585215986953,57600
3142,130,Hh,SS,No,2,30.677466035029852,False
3143,130,Signal,SS,No,2,38.54351234443902,False
3144,131,Hh,Overshoot,Yes,1,36.328888371990494,12017
3145,131,Signal,Overshoot,Yes,1,58.512660005405536,12017
3146,131,Hh,SS,Yes,1,27.650570268010583,False
3147,131,Signal,SS,Yes,1,41.14696702170969,False
3148,131,Hh,Overshoot,Yes,0.5,35.263408562963775,5343
3149,131,Signal,Overshoot,Yes,0.5,47.19776275198431,11422
3150,131,Hh,SS,Yes,0.5,24.168805687160642,False
3151,131,Signal,SS,Yes,0.5,30.810973660039764,False
3152,131,Hh,Overshoot,Yes,2,37.302680759902046,5647
3153,131,Signal,Overshoot,Yes,2,70.22721416924722,12098
3154,131,Hh,SS,Yes,2,31.20439519431632,False
3155,131,Signal,SS,Yes,2,52.20001610204599,False
3156,131,Hh,Overshoot,No,1,37.467043310639454,57600
3157,131,Signal,Overshoot,No,1,65.0305359359987,57600
3158,131,Hh,SS,No,1,37.28555610992897,False
3159,131,Signal,SS,No,1,60.172440211823144,False
3160,131,Hh,Overshoot,No,0.5,36.185051875095844,57600
3161,131,Signal,Overshoot,No,0.5,53.12840011792602,57600
3162,131,Hh,SS,No,0.5,36.04277071874462,False
3163,131,Signal,SS,No,0.5,48.41846931380163,False
3164,131,Hh,Overshoot,No,2,38.470788078297076,57600
3165,131,Signal,Overshoot,No,2,77.44164547576514,57600
3166,131,Hh,SS,No,2,38.24110691246835,False
3167,131,Signal,SS,No,2,72.2343395523034,False
3168,132,Hh,Overshoot,Yes,1,17.330640558520997,7132
3169,132,Signal,Overshoot,Yes,1,21.171998222822623,7132
3170,132,Hh,SS,Yes,1,13.842627073905973,False
3171,132,Signal,SS,Yes,1,18.234665840821748,False
3172,132,Hh,Overshoot,Yes,0.5,16.379596050910635,3352
3173,132,Signal,Overshoot,Yes,0.5,15.501887104845451,6836
3174,132,Hh,SS,Yes,0.5,12.459924874735478,False
3175,132,Signal,SS,Yes,0.5,13.104794416130886,False
3176,132,Hh,Overshoot,Yes,2,18.162164934097802,3368
3177,132,Signal,Overshoot,Yes,2,26.9670322358934,7326
3178,132,Hh,SS,Yes,2,15.538378552505193,False
3179,132,Signal,SS,Yes,2,23.502382654686002,False
3180,132,Hh,Overshoot,No,1,17.628028528702018,57600
3181,132,Signal,Overshoot,No,1,23.289752824364143,57600
3182,132,Hh,SS,No,1,17.774492960502528,False
3183,132,Signal,SS,No,1,23.799318856221092,False
3184,132,Hh,Overshoot,No,0.5,16.576692072760707,57600
3185,132,Signal,Overshoot,No,0.5,17.381856193951265,57600
3186,132,Hh,SS,No,0.5,16.770125815617916,False
3187,132,Signal,SS,No,0.5,18.13963855485089,False
3188,132,Hh,Overshoot,No,2,18.492955349576903,57600
3189,132,Signal,Overshoot,No,2,29.183353455095997,57600
3190,132,Hh,SS,No,2,18.57459365386623,False
3191,132,Signal,SS,No,2,29.60122686679786,False
3192,133,Hh,Overshoot,Yes,1,,57600
3193,133,Signal,Overshoot,Yes,1,,57600
3194,133,Hh,SS,Yes,1,43.53944213411593,False
3195,133,Signal,SS,Yes,1,55.72869707004597,False
3196,133,Hh,Overshoot,Yes,0.5,,57600
3197,133,Signal,Overshoot,Yes,0.5,,57600
3198,133,Hh,SS,Yes,0.5,38.85908458071579,False
3199,133,Signal,SS,Yes,0.5,40.11597910087222,False
3200,133,Hh,Overshoot,Yes,2,,57600
3201,133,Signal,Overshoot,Yes,2,,57600
3202,133,Hh,SS,Yes,2,47.95739966283937,False
3203,133,Signal,SS,Yes,2,72.31263562878644,False
3204,133,Hh,Overshoot,No,1,,57600
3205,133,Signal,Overshoot,No,1,,57600
3206,133,Hh,SS,No,1,51.946721544941965,False
3207,133,Signal,SS,No,1,69.1968916671038,False
3208,133,Hh,Overshoot,No,0.5,,57600
3209,133,Signal,Overshoot,No,0.5,,57600
3210,133,Hh,SS,No,0.5,48.98751289477667,False
3211,133,Signal,SS,No,0.5,51.84231188806913,False
3212,133,Hh,Overshoot,No,2,,57600
3213,133,Signal,Overshoot,No,2,,57600
3214,133,Hh,SS,No,2,54.0537646190144,False
3215,133,Signal,SS,No,2,100.0526261035968,False
3216,134,Hh,Overshoot,Yes,1,13.18518347963014,5155
3217,134,Signal,Overshoot,Yes,1,13.198590602832155,5155
3218,134,Hh,SS,Yes,1,8.824742899424322,False
3219,134,Signal,SS,Yes,1,9.518369293149945,False
3220,134,Hh,Overshoot,Yes,0.5,12.773374641324153,2132
3221,134,Signal,Overshoot,Yes,0.5,9.202418059089666,5333
3222,134,Hh,SS,Yes,0.5,8.91918718741961,False
3223,134,Signal,SS,Yes,0.5,6.15066084759323,False
3224,134,Hh,Overshoot,Yes,2,13.507561034826281,2042
3225,134,Signal,Overshoot,Yes,2,17.34056458752042,5008
3226,134,Hh,SS,Yes,2,10.023056363142786,False
3227,134,Signal,SS,Yes,2,13.071863082530001,False
3228,134,Hh,Overshoot,No,1,13.222575307051443,57600
3229,134,Signal,Overshoot,No,1,14.487593110368337,57600
3230,134,Hh,SS,No,1,13.338475018151001,False
3231,134,Signal,SS,No,1,14.777259346106803,False
3232,134,Hh,Overshoot,No,0.5,12.775340739387048,2355
3233,134,Signal,Overshoot,No,0.5,10.359829895216663,57600
3234,134,Hh,SS,No,0.5,12.922373474752192,False
3235,134,Signal,SS,No,0.5,10.61027579440686,False
3236,134,Hh,Overshoot,No,2,13.578916695797574,57600
3237,134,Signal,Overshoot,No,2,18.7595385260487,57600
3238,134,Hh,SS,No,2,13.665349788272906,False
3239,134,Signal,SS,No,2,18.984221616567865,False
3240,135,Hh,Overshoot,Yes,1,15.968693908919505,13258
3241,135,Signal,Overshoot,Yes,1,3.8841275658835883,13258
3242,135,Hh,SS,Yes,1,15.235180608417721,False
3243,135,Signal,SS,Yes,1,2.655378225040394,False
3244,135,Hh,Overshoot,Yes,0.5,15.717805525019259,885
3245,135,Signal,Overshoot,Yes,0.5,2.606624635187913,57600
3246,135,Hh,SS,Yes,0.5,14.725149633349943,False
3247,135,Signal,SS,Yes,0.5,1.7309425446248952,False
3248,135,Hh,Overshoot,Yes,2,16.625530880094118,1848
3249,135,Signal,Overshoot,Yes,2,8.342813275432945,9144
3250,135,Hh,SS,Yes,2,15.025023765244967,False
3251,135,Signal,SS,Yes,2,6.197906830830945,False
3252,135,Hh,Overshoot,No,1,15.96869390891952,57600
3253,135,Signal,Overshoot,No,1,3.7151461874857716,57600
3254,135,Hh,SS,No,1,15.694726340505568,False
3255,135,Signal,SS,No,1,3.416562799088453,False
3256,135,Hh,Overshoot,No,0.5,15.717805525019259,885
3257,135,Signal,Overshoot,No,0.5,2.606611803883794,57600
3258,135,Hh,SS,No,0.5,14.725290798665526,False
3259,135,Signal,SS,No,0.5,1.7309753957375449,False
3260,135,Hh,Overshoot,No,2,16.625498877992555,1848
3261,135,Signal,Overshoot,No,2,8.788159126984013,57600
3262,135,Hh,SS,No,2,16.770101177460774,False
3263,135,Signal,SS,No,2,8.66524529126464,False
3264,136,Hh,Overshoot,Yes,1,22.970912474941258,6856
3265,136,Signal,Overshoot,Yes,1,18.82135022539549,6856
3266,136,Hh,SS,Yes,1,13.285637466970584,False
3267,136,Signal,SS,Yes,1,7.335864232826879,False
3268,136,Hh,Overshoot,Yes,0.5,22.145121708595426,902
3269,136,Signal,Overshoot,Yes,0.5,11.83210157899606,7629
3270,136,Hh,SS,Yes,0.5,15.134969058237758,False
3271,136,Signal,SS,Yes,0.5,3.7777149730589343,False
3272,136,Hh,Overshoot,Yes,2,24.51337674530967,2223
3273,136,Signal,Overshoot,Yes,2,26.674808599104637,6624
3274,136,Hh,SS,Yes,2,12.842532946696224,False
3275,136,Signal,SS,Yes,2,12.580531251785146,False
3276,136,Hh,Overshoot,No,1,22.97083142571084,57600
3277,136,Signal,Overshoot,No,1,20.598866754595306,57600
3278,136,Hh,SS,No,1,22.785086229432636,False
3279,136,Signal,SS,No,1,18.280195722157885,False
3280,136,Hh,Overshoot,No,0.5,22.145121704737704,902
3281,136,Signal,Overshoot,No,0.5,12.896500412838236,57600
3282,136,Hh,SS,No,0.5,20.70592404855475,False
3283,136,Signal,SS,No,0.5,10.605001141724458,False
3284,136,Hh,Overshoot,No,2,24.533727675204744,2567
3285,136,Signal,Overshoot,No,2,28.781093378771317,57600
3286,136,Hh,SS,No,2,24.601765469367322,False
3287,136,Signal,SS,No,2,26.38945775533074,False
3288,137,Hh,Overshoot,Yes,1,9.161934206627933,9304
3289,137,Signal,Overshoot,Yes,1,11.522953921684405,9304
3290,137,Hh,SS,Yes,1,5.804494056308528,False
3291,137,Signal,SS,Yes,1,7.469753333851287,False
3292,137,Hh,Overshoot,Yes,0.5,8.96136512121646,538
3293,137,Signal,Overshoot,Yes,0.5,8.38307242208424,10145
3294,137,Hh,SS,Yes,0.5,5.578627400355799,False
3295,137,Signal,SS,Yes,0.5,5.313375076497266,False
3296,137,Hh,Overshoot,Yes,2,10.1356904148343,2268
3297,137,Signal,Overshoot,Yes,2,15.162971787597627,8954
3298,137,Hh,SS,Yes,2,6.745221217326687,False
3299,137,Signal,SS,Yes,2,10.08294477626373,False
3300,137,Hh,Overshoot,No,1,9.186697737493006,57600
3301,137,Signal,Overshoot,No,1,12.593009341928408,57600
3302,137,Hh,SS,No,1,9.532990963651258,False
3303,137,Signal,SS,No,1,12.458693081330367,False
3304,137,Hh,Overshoot,No,0.5,8.96136512121403,538
3305,137,Signal,Overshoot,No,0.5,9.288661843087567,57600
3306,137,Hh,SS,No,0.5,8.70898934868741,False
3307,137,Signal,SS,No,0.5,9.167115802311073,False
3308,137,Hh,Overshoot,No,2,10.178873861565648,57600
3309,137,Signal,Overshoot,No,2,16.287079729853673,57600
3310,137,Hh,SS,No,2,10.54678538348871,False
3311,137,Signal,SS,No,2,16.2218856520594,False
3312,138,Hh,Overshoot,Yes,1,18.938955123481477,6435
3313,138,Signal,Overshoot,Yes,1,21.437432987388178,6435
3314,138,Hh,SS,Yes,1,15.570928904749408,False
3315,138,Signal,SS,Yes,1,16.848871362977505,False
3316,138,Hh,Overshoot,Yes,0.5,18.533507263774595,2462
3317,138,Signal,Overshoot,Yes,0.5,15.784002768086978,6589
3318,138,Hh,SS,Yes,0.5,15.880059841727885,False
3319,138,Signal,SS,Yes,0.5,11.646002674080151,False
3320,138,Hh,Overshoot,Yes,2,19.27857943823369,2168
3321,138,Signal,Overshoot,Yes,2,27.284917465057973,6318
3322,138,Hh,SS,Yes,2,16.44036375262641,False
3323,138,Signal,SS,Yes,2,22.39683354372295,False
3324,138,Hh,Overshoot,No,1,18.980608981149317,57600
3325,138,Signal,Overshoot,No,1,22.731739947254184,57600
3326,138,Hh,SS,No,1,18.976504772650827,False
3327,138,Signal,SS,No,1,20.813350659606783,False
3328,138,Hh,Overshoot,No,0.5,18.550000799600326,57600
3329,138,Signal,Overshoot,No,0.5,16.83469497825982,57600
3330,138,Hh,SS,No,0.5,18.558372527273832,False
3331,138,Signal,SS,No,0.5,14.962259944438529,False
3332,138,Hh,Overshoot,No,2,19.339403809147782,57600
3333,138,Signal,Overshoot,No,2,28.699817784972808,57600
3334,138,Hh,SS,No,2,19.313417471840467,False
3335,138,Signal,SS,No,2,26.726192885868187,False
3336,139,Hh,Overshoot,Yes,1,,57600
3337,139,Signal,Overshoot,Yes,1,,57600
3338,139,Hh,SS,Yes,1,22.889042363940376,False
3339,139,Signal,SS,Yes,1,16.442932927775487,False
3340,139,Hh,Overshoot,Yes,0.5,,57600
3341,139,Signal,Overshoot,Yes,0.5,,57600
3342,139,Hh,SS,Yes,0.5,23.910435658066078,False
3343,139,Signal,SS,Yes,0.5,9.472380118457508,False
3344,139,Hh,Overshoot,Yes,2,,57600
3345,139,Signal,Overshoot,Yes,2,,57600
3346,139,Hh,SS,Yes,2,22.469021089620426,False
3347,139,Signal,SS,Yes,2,24.128511952193307,False
3348,139,Hh,Overshoot,No,1,,57600
3349,139,Signal,Overshoot,No,1,,57600
3350,139,Hh,SS,No,1,26.741952374015156,False
3351,139,Signal,SS,No,1,21.290802156053473,False
3352,139,Hh,Overshoot,No,0.5,,57600
3353,139,Signal,Overshoot,No,0.5,,57600
